model,k_params,log_likelihood,AIC,BIC,brier_score,avg_hits_at_6,hits_std,hit_0,hit_1,hit_2,hit_3,hit_4,hit_5,hit_6,lift_vs_uniform_pct
G0_uniform,0,-16158.0338676421,32316.0677352842,32316.0677352842,0.06222222222222224,0.42837653478854026,0.5949878970605749,456,243,31,3,0,0,0,0.0
G4_structural,14,-16163.359755273208,32354.719510546416,32482.07688575745,0.062232126787019296,0.4229195088676671,0.6168340505424668,468,225,35,5,0,0,0,-1.2738853503184822
G2_dirichlet,90,-16199.064005551127,32578.128011102253,33396.85399460178,0.062298501503400806,0.39290586630286495,0.5942460692894785,486,207,39,1,0,0,0,-8.280254777070063
G3_markov_lag1,180,-16236.571821253026,32833.14364250605,34470.5956095051,0.062388860225636125,0.3765347885402456,0.5746775575698757,492,206,35,0,0,0,0,-12.101910828025474
G6_ensemble,286,-16189.60163668477,32951.20327336954,35552.93250982358,0.062282068527989905,0.38335607094133695,0.5831618011412845,489,208,35,1,0,0,0,-10.509554140127397
G5_regime_split,270,-16342.470817790254,33224.94163558051,35681.119586079076,0.06254298769618646,0.373806275579809,0.5740845735013619,493,207,32,1,0,0,0,-12.738853503184721
