date,contest_number,n1,n2,n3,n4,n5,n6,jolly,superstar,winners_6,prize_6,source_url
2018-03-03,27,2,19,62,74,81,83,56,39,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-06,28,12,36,45,46,67,75,66,86,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-08,29,22,50,52,65,66,89,57,69,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-10,30,11,15,42,64,82,84,5,78,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-13,31,19,33,42,65,78,85,74,51,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-15,32,2,13,17,31,45,69,87,78,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-17,33,7,35,52,85,88,90,72,87,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-20,34,9,20,33,43,44,48,8,55,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-22,35,20,23,29,37,39,72,44,59,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-24,36,2,24,42,62,66,81,36,47,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-27,37,10,16,35,63,73,83,20,66,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-29,38,11,15,32,35,52,56,5,9,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-03-31,39,1,6,7,9,45,79,80,17,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-03,40,30,45,47,49,71,90,29,82,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-05,41,7,27,55,63,73,77,33,37,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-07,42,3,20,47,55,81,83,28,85,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-10,43,27,35,46,68,72,82,81,3,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-12,44,8,28,34,38,47,54,7,21,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-14,45,1,10,31,44,58,80,70,42,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-17,46,12,23,39,54,72,73,53,75,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-19,47,5,17,20,44,62,80,48,22,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-21,48,11,43,68,72,79,85,71,51,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-24,49,31,41,44,67,75,82,39,5,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-26,50,44,52,64,66,67,71,83,82,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-28,51,2,25,41,42,74,87,13,54,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-04-30,52,6,10,26,47,60,75,78,29,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-03,53,9,19,31,39,77,82,22,15,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-05,54,6,14,19,59,79,81,65,44,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-08,55,17,18,41,57,58,75,83,52,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-10,56,41,62,77,79,81,84,60,55,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-12,57,29,49,50,56,64,78,89,51,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-15,58,3,10,38,52,65,71,1,49,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-17,59,16,33,34,74,79,80,64,73,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-19,60,40,51,55,56,74,81,35,63,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-22,61,12,13,19,37,62,72,40,54,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-24,62,1,27,31,58,83,87,86,51,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-26,63,20,27,32,55,69,90,60,58,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-29,64,19,28,42,49,68,83,20,67,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-05-31,65,9,57,64,66,69,86,2,82,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-04,66,45,56,66,74,77,88,47,65,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-05,67,6,10,11,21,71,75,26,14,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-07,68,33,39,47,64,67,76,31,51,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-09,69,13,32,41,51,61,86,42,77,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-12,70,1,12,31,33,44,50,48,7,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-14,71,5,37,51,65,79,81,30,49,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-16,72,2,9,15,22,47,65,86,78,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-19,73,1,7,25,40,68,75,84,89,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-21,74,6,11,37,42,58,62,26,23,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-23,75,4,17,29,55,67,70,72,49,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-26,76,2,6,37,39,51,86,7,32,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-28,77,28,36,55,76,81,89,16,28,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-06-30,78,9,13,23,32,45,54,80,8,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-03,79,28,33,38,41,66,72,31,3,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-05,80,11,19,27,41,61,83,3,13,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-07,81,3,51,55,64,77,79,34,1,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-10,82,27,41,50,60,63,81,90,77,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-12,83,3,13,18,24,74,89,34,40,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-14,84,2,9,14,19,27,77,75,41,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-17,85,30,35,44,60,72,76,23,46,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-19,86,11,38,47,71,76,77,43,52,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-21,87,22,36,38,56,59,67,52,83,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-24,88,7,29,37,43,72,79,30,37,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-26,89,21,34,53,72,80,84,73,76,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-28,90,10,19,47,67,68,75,40,71,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-07-31,91,23,32,49,53,61,85,87,51,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-02,92,5,6,41,44,65,74,61,20,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-04,93,23,39,53,56,64,84,22,90,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-07,94,11,18,21,23,55,66,26,86,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-09,95,31,32,46,54,73,90,47,2,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-11,96,14,57,73,79,82,84,83,42,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-14,97,21,43,45,57,67,83,37,83,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-16,98,2,10,12,21,22,50,3,36,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-18,99,7,14,27,66,70,81,76,59,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-21,100,2,16,30,39,51,79,57,80,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-23,101,14,23,32,34,40,80,73,22,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-25,102,42,44,54,68,69,81,70,82,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-28,103,1,26,39,43,73,89,55,17,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-08-30,104,16,28,29,55,63,69,46,46,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-01,105,1,4,19,23,55,68,28,13,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-04,106,18,25,47,51,70,83,2,7,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-06,107,2,23,34,52,76,87,58,86,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-08,108,7,25,32,39,59,86,27,81,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-11,109,59,61,63,65,71,84,12,23,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-13,110,16,23,29,49,57,76,30,77,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-15,111,3,26,34,61,84,87,67,89,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-18,112,2,24,31,42,47,55,40,34,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-20,113,15,18,56,67,72,74,6,5,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-22,114,12,16,29,45,82,85,89,4,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-25,115,17,24,57,64,70,89,76,27,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-27,116,21,37,46,56,65,77,76,80,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-09-29,117,34,54,77,80,81,87,18,70,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-02,118,3,7,18,47,64,82,84,84,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-04,119,15,30,72,79,86,90,70,76,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-06,120,27,28,33,75,77,78,20,33,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-09,121,10,36,49,53,77,85,35,52,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-11,122,20,23,39,50,62,68,27,46,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-13,123,14,36,39,46,55,59,64,80,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-16,124,8,13,25,50,65,72,54,19,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-18,125,16,23,50,73,80,88,89,63,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-20,126,4,14,27,38,89,90,57,82,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-23,127,6,30,49,56,64,81,42,21,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-25,128,10,21,24,26,29,89,60,10,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-27,129,3,12,35,51,59,80,34,22,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-10-30,130,38,40,43,59,67,72,22,31,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-03,131,23,35,40,79,86,87,13,85,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-05,132,8,36,39,40,48,50,68,50,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-06,133,4,16,24,42,51,84,14,10,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-08,134,11,15,20,27,45,59,7,85,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-10,135,9,15,20,46,50,84,3,50,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-13,136,7,15,22,31,46,50,61,26,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-15,137,6,12,34,36,40,66,82,77,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-17,138,3,5,38,53,54,82,9,4,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-20,139,3,9,43,48,61,83,7,4,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-22,140,15,24,28,34,56,73,51,32,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-24,141,30,38,63,68,77,80,45,11,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-27,142,6,12,15,30,31,89,37,85,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-11-29,143,6,22,27,36,62,76,28,35,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-01,144,7,16,33,54,80,84,18,74,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-04,145,6,31,37,47,71,78,8,25,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-06,146,10,30,44,45,47,49,15,74,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-10,147,7,37,52,73,87,88,44,66,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-11,148,6,17,32,38,47,90,75,15,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-13,149,7,9,12,21,30,41,44,19,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-15,150,5,23,36,42,47,79,56,32,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-18,151,39,61,68,69,70,86,73,2,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-20,152,11,49,58,71,76,89,20,24,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-22,153,4,14,16,51,64,88,65,69,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-24,154,12,19,36,42,77,87,47,86,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-27,155,36,43,44,49,78,82,18,25,,,https://lottologia.com/superenalotto/estrazioni/2018
2018-12-29,156,24,37,46,49,62,71,53,31,,,https://lottologia.com/superenalotto/estrazioni/2018
2019-01-03,1,1,35,52,56,64,70,79,69,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-05,2,46,52,55,68,76,89,11,51,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-07,3,3,8,28,45,55,58,1,36,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-08,4,23,34,38,54,57,87,39,10,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-10,5,2,39,66,76,86,87,15,67,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-12,6,16,33,36,62,73,88,48,68,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-15,7,8,43,51,56,57,87,25,18,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-17,8,21,26,33,35,63,89,9,20,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-19,9,1,15,45,48,60,80,2,44,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-22,10,3,22,79,82,83,88,58,39,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-24,11,3,19,40,49,60,82,12,62,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-26,12,17,19,62,72,78,82,46,54,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-29,13,6,11,29,65,87,90,15,67,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-01-31,14,4,21,59,63,65,83,29,4,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-02,15,37,42,52,80,86,88,45,77,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-05,16,11,21,34,46,50,86,55,5,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-07,17,9,26,27,49,54,76,51,9,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-09,18,5,26,43,52,63,90,6,2,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-12,19,14,28,64,69,84,90,27,90,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-14,20,4,30,47,76,78,83,53,65,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-16,21,10,17,42,59,61,80,65,64,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-19,22,15,16,32,63,67,70,20,88,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-21,23,11,16,43,59,87,90,31,39,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-23,24,5,31,47,60,68,88,62,38,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-26,25,13,25,27,52,66,75,16,69,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-02-28,26,2,11,50,55,79,85,58,31,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-02,27,19,34,37,40,66,69,25,65,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-05,28,3,6,16,36,56,82,83,35,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-07,29,8,42,51,62,80,84,24,85,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-09,30,9,15,51,70,78,86,17,77,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-12,31,13,37,58,66,67,88,6,85,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-14,32,27,28,42,63,78,86,70,33,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-16,33,49,61,63,77,87,88,13,23,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-19,34,12,15,38,43,56,85,80,42,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-21,35,27,32,52,59,69,90,75,62,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-23,36,21,32,43,63,83,90,25,54,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-26,37,14,27,45,47,52,84,12,84,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-28,38,43,53,58,68,83,90,89,4,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-03-30,39,1,10,20,28,47,55,6,40,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-02,40,19,25,30,32,37,60,85,3,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-04,41,7,29,38,49,66,70,41,58,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-06,42,41,54,85,87,88,89,71,74,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-09,43,1,13,28,33,37,65,83,59,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-11,44,5,10,52,60,85,88,46,5,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-13,45,16,22,30,40,51,77,39,15,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-16,46,15,55,58,62,82,90,24,40,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-18,47,7,10,46,47,73,89,1,60,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-20,48,5,18,76,87,88,89,17,44,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-23,49,19,20,32,51,63,79,78,34,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-27,50,6,17,18,42,64,71,88,15,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-29,51,8,22,61,65,69,74,86,63,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-04-30,52,13,29,31,51,55,72,36,31,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-02,53,1,28,57,75,82,83,52,87,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-04,54,4,15,41,52,76,85,14,11,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-07,55,5,8,21,49,66,90,77,47,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-09,56,3,17,26,38,54,82,42,32,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-11,57,9,20,47,58,65,78,25,22,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-14,58,37,59,69,75,89,90,2,69,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-16,59,11,25,37,67,75,85,35,51,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-18,60,31,33,44,57,62,65,25,70,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-21,61,20,38,76,82,84,87,75,66,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-23,62,2,8,15,32,72,79,16,80,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-25,63,33,51,53,59,66,68,43,54,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-28,64,8,30,33,58,84,89,88,53,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-05-30,65,16,33,59,65,69,73,29,87,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-01,66,17,19,24,46,48,72,56,82,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-04,67,15,49,63,79,85,86,68,90,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-06,68,2,15,47,54,78,79,68,77,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-08,69,15,16,54,64,66,72,44,62,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-11,70,16,25,36,46,48,58,73,15,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-13,71,11,22,23,26,32,77,18,6,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-15,72,4,23,43,47,74,82,73,9,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-18,73,13,23,63,67,68,81,38,5,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-20,74,25,26,35,42,65,76,77,84,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-22,75,35,39,41,69,70,74,89,59,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-25,76,14,43,61,62,75,85,69,29,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-27,77,33,34,37,50,68,82,22,39,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-06-29,78,6,22,33,45,60,81,68,33,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-02,79,13,18,37,48,63,67,65,23,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-04,80,40,42,57,64,80,86,38,57,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-06,81,6,12,22,25,29,62,90,43,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-09,82,1,20,26,54,59,74,52,62,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-11,83,15,26,32,48,66,84,80,39,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-13,84,3,13,15,36,42,90,6,83,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-16,85,30,47,48,60,67,90,85,25,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-18,86,12,22,37,40,51,68,49,38,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-20,87,2,23,29,51,79,84,67,26,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-23,88,18,32,34,55,74,79,78,36,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-25,89,7,20,28,36,55,69,4,88,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-27,90,13,33,40,61,78,80,66,51,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-07-30,91,6,8,16,42,84,87,62,12,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-01,92,20,30,37,52,82,83,18,52,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-03,93,6,16,21,27,33,66,1,45,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-06,94,20,22,27,43,46,72,28,61,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-08,95,6,10,24,63,66,89,67,23,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-10,96,10,15,42,57,68,80,25,68,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-13,97,7,32,41,59,75,76,21,11,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-17,98,8,13,31,37,39,46,54,65,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-19,99,17,28,57,66,67,71,78,5,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-20,100,20,35,40,41,79,88,28,35,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-22,101,1,12,24,42,65,67,39,21,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-24,102,20,36,40,42,63,86,17,4,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-27,103,4,15,34,37,47,73,26,54,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-29,104,21,37,45,53,83,84,2,41,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-08-31,105,31,35,52,59,60,75,51,9,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-03,106,18,29,39,58,59,76,53,37,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-05,107,7,26,31,34,52,54,32,21,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-07,108,9,29,43,66,70,84,52,1,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-10,109,15,16,21,49,50,83,20,22,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-12,110,12,17,20,62,80,88,26,28,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-14,111,1,7,10,40,52,59,47,85,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-17,112,9,18,26,43,60,79,57,35,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-19,113,38,50,53,56,65,76,86,12,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-21,114,31,36,44,47,50,56,17,46,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-24,115,7,45,55,60,81,89,25,29,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-26,116,17,20,42,44,83,90,18,37,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-09-28,117,37,49,66,75,77,82,31,8,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-01,118,11,59,63,73,84,89,62,27,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-03,119,4,5,31,35,46,80,77,34,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-05,120,20,38,52,58,68,72,45,79,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-08,121,25,35,47,70,79,87,83,54,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-10,122,9,12,29,42,65,75,84,86,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-12,123,5,33,40,45,79,90,78,4,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-15,124,5,38,45,54,59,65,78,17,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-17,125,10,29,33,55,65,72,47,6,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-19,126,15,30,75,76,77,79,11,73,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-22,127,9,28,40,77,79,81,4,28,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-24,128,18,51,53,57,82,87,1,18,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-26,129,8,12,13,14,51,83,74,1,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-29,130,21,32,47,61,67,68,25,69,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-10-31,131,35,41,53,60,65,80,86,16,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-02,132,10,19,30,68,78,80,31,74,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-05,133,32,56,64,65,87,90,71,57,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-07,134,4,9,37,48,49,77,41,39,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-09,135,1,21,43,51,81,88,60,20,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-12,136,14,15,51,55,61,73,4,79,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-14,137,33,52,57,72,76,81,77,71,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-16,138,7,29,31,58,65,86,18,61,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-19,139,19,26,56,74,77,82,17,2,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-21,140,23,29,35,50,57,60,15,32,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-23,141,12,29,52,61,72,79,57,73,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-26,142,21,22,35,63,76,79,38,60,,,https://lottologia.com/superenalotto/estrazioni/2019
2019-11-28,143,7,16,17,50,52,74,68,61,,,https://lottologia.com/superenalotto/estrazioni/2019
